Despacho,Orden,Cliente,Distrito,Tecnico,Decos_Series,Repetidores_Series,Fecha_Despacho,Estado_Almacen
DESP-002097,ORD-002606,Maria Perez Flores,Mochumí,Cuadrilla Pimentel / Costa - C-03,DEC-849920,,2023-07-06,Entregado a Tecnico
DESP-002098,ORD-002607,Lucia Vasquez Torres,Túcume,Cuadrilla Lambayeque Norte - C-04,DEC-113748,,2023-07-05,Entregado a Tecnico
DESP-002099,ORD-002608,Sofia Garcia Flores,Pátapo,Cuadrilla La Victoria / JLO - C-02,"DEC-120091, DEC-696000, DEC-202652",REP-674707,2023-07-06,Entregado a Tecnico
DESP-002100,ORD-002609,Christian Lopez Martinez,Monsefú,Cuadrilla Chiclayo Centro - C-01,"DEC-736899, DEC-556467",,2023-07-05,Entregado a Tecnico
DESP-002101,ORD-002610,Elena Rojas Lopez,Reque,Cuadrilla Lambayeque Norte - C-04,DEC-153930,,2023-07-05,Entregado a Tecnico
DESP-002102,ORD-002611,Sofia Torres Romero,Reque,Cuadrilla La Victoria / JLO - C-02,,,2023-07-05,Entregado a Tecnico
DESP-002103,ORD-002613,Lucia Garcia Castro,Pimentel,Cuadrilla La Victoria / JLO - C-02,DEC-959646,,2023-07-05,Entregado a Tecnico
DESP-002104,ORD-002614,Rosa Castro Mendoza,Pimentel,Cuadrilla La Victoria / JLO - C-02,DEC-963889,REP-851508,2023-07-06,Entregado a Tecnico
DESP-002105,ORD-002615,Fernando Romero Sanchez,Eten,Cuadrilla Lambayeque Norte - C-04,DEC-402434,,2023-07-05,Entregado a Tecnico
DESP-002106,ORD-002616,Luis Garcia Sanchez,Monsefú,Cuadrilla Lambayeque Norte - C-04,,"REP-765210, REP-121951",2023-07-05,Entregado a Tecnico
DESP-002107,ORD-002619,Elena Sanchez Torres,Túcume,Cuadrilla Ferreñafe - C-05,"DEC-396868, DEC-753358, DEC-198589",REP-998742,2023-07-05,Entregado a Tecnico
DESP-002108,ORD-002623,Katia Vargas Lopez,Chiclayo,Cuadrilla Ferreñafe - C-05,"DEC-747272, DEC-808571",,2023-07-06,Entregado a Tecnico
DESP-002109,ORD-002625,Elena Vasquez Gomez,Santa Rosa,Cuadrilla La Victoria / JLO - C-02,,,2023-07-06,Entregado a Tecnico
DESP-002110,ORD-002626,Carlos Vasquez Garcia,Pátapo,Cuadrilla La Victoria / JLO - C-02,DEC-983911,REP-718836,2023-07-06,Entregado a Tecnico
DESP-002111,ORD-002627,Fiorella Rodriguez Rodriguez,Pimentel,Cuadrilla La Victoria / JLO - C-02,,REP-304492,2023-07-06,Entregado a Tecnico
DESP-002112,ORD-002628,Carlos Vargas Gomez,Reque,Cuadrilla Ferreñafe - C-05,"DEC-394618, DEC-781427",,2023-07-06,Entregado a Tecnico
DESP-002113,ORD-002629,Diego Lopez Castro,Pátapo,Cuadrilla La Victoria / JLO - C-02,"DEC-630512, DEC-208807",REP-305323,2023-07-06,Entregado a Tecnico
DESP-002114,ORD-002630,Patricia Gomez Vargas,Chiclayo,Cuadrilla Ferreñafe - C-05,DEC-320552,REP-651956,2023-07-06,Entregado a Tecnico
DESP-002115,ORD-002631,Carmen Rodriguez Castro,La Victoria,Cuadrilla Ferreñafe - C-05,DEC-161551,REP-930790,2023-07-06,Entregado a Tecnico
DESP-002116,ORD-002632,Maria Perez Martinez,Jayanca,Cuadrilla La Victoria / JLO - C-02,,,2023-07-06,Entregado a Tecnico
DESP-002117,ORD-002633,Carmen Torres Vargas,Chiclayo,Cuadrilla Chiclayo Centro - C-01,,,2023-07-07,Entregado a Tecnico
DESP-002118,ORD-002634,Jorge Romero Lopez,Puerto Eten,Cuadrilla Lambayeque Norte - C-04,"DEC-883466, DEC-147921",REP-464993,2023-07-07,Entregado a Tecnico
DESP-002119,ORD-002635,Luis Gomez Flores,Ferreñafe,Cuadrilla Chiclayo Centro - C-01,,,2023-07-06,Entregado a Tecnico
DESP-002120,ORD-002637,Jose Torres Torres,La Victoria,Cuadrilla Chiclayo Centro - C-01,,,2023-07-06,Entregado a Tecnico
DESP-002121,ORD-002638,Rosa Vasquez Flores,José Leonardo Ortiz,Cuadrilla Ferreñafe - C-05,,,2023-07-06,Entregado a Tecnico
DESP-002122,ORD-002639,Rosa Garcia Torres,Reque,Cuadrilla Chiclayo Centro - C-01,DEC-527993,REP-107978,2023-07-07,Entregado a Tecnico
DESP-002123,ORD-002640,Diego Diaz Lopez,Mochumí,Cuadrilla Ferreñafe - C-05,"DEC-932326, DEC-480651",REP-924896,2023-07-06,Entregado a Tecnico
DESP-002124,ORD-002642,Diego Lopez Castro,La Victoria,Cuadrilla Pimentel / Costa - C-03,,"REP-697351, REP-543298",2023-07-08,Entregado a Tecnico
DESP-002125,ORD-002643,Patricia Martinez Castro,Eten,Cuadrilla Ferreñafe - C-05,DEC-538085,"REP-168766, REP-628461",2023-07-07,Entregado a Tecnico
DESP-002126,ORD-002644,Jose Sanchez Gomez,Pueblo Nuevo,Cuadrilla Ferreñafe - C-05,DEC-670564,REP-692694,2023-07-07,Entregado a Tecnico
DESP-002127,ORD-002645,Pedro Gomez Gomez,Santa Rosa,Cuadrilla Pimentel / Costa - C-03,,,2023-07-07,Entregado a Tecnico
DESP-002128,ORD-002646,Javier Mendoza Perez,José Leonardo Ortiz,Cuadrilla La Victoria / JLO - C-02,DEC-905686,REP-647025,2023-07-07,Entregado a Tecnico
DESP-002129,ORD-002647,Jose Flores Sanchez,Santa Rosa,Cuadrilla Ferreñafe - C-05,DEC-531015,REP-850629,2023-07-07,Entregado a Tecnico
DESP-002130,ORD-002648,Katia Diaz Martinez,Monsefú,Cuadrilla La Victoria / JLO - C-02,"DEC-933538, DEC-566254",REP-888784,2023-07-07,Entregado a Tecnico
DESP-002131,ORD-002649,Patricia Perez Rojas,Motupe,Cuadrilla Ferreñafe - C-05,DEC-850389,,2023-07-07,Entregado a Tecnico
DESP-002132,ORD-002650,Carmen Gomez Lopez,Pomalca,Cuadrilla La Victoria / JLO - C-02,"DEC-389913, DEC-976931, DEC-753702",REP-955172,2023-07-07,Entregado a Tecnico
DESP-002133,ORD-002651,Christian Diaz Sanchez,Mochumí,Cuadrilla Lambayeque Norte - C-04,DEC-338272,REP-343900,2023-07-08,Entregado a Tecnico
DESP-002134,ORD-002653,Christian Castro Lopez,Eten,Cuadrilla Lambayeque Norte - C-04,DEC-171460,REP-587977,2023-07-07,Entregado a Tecnico
DESP-002135,ORD-002654,Carlos Rojas Lopez,Reque,Cuadrilla Chiclayo Centro - C-01,DEC-463278,,2023-07-07,Entregado a Tecnico
DESP-002136,ORD-002655,Javier Vargas Rojas,Pacora,Cuadrilla Lambayeque Norte - C-04,DEC-262274,,2023-07-07,Entregado a Tecnico
DESP-002137,ORD-002656,Lucia Gomez Martinez,José Leonardo Ortiz,Cuadrilla La Victoria / JLO - C-02,DEC-105043,REP-804404,2023-07-08,Entregado a Tecnico
DESP-002138,ORD-002657,Pedro Garcia Flores,Túcume,Cuadrilla La Victoria / JLO - C-02,DEC-390755,REP-222428,2023-07-07,Entregado a Tecnico
DESP-002139,ORD-002658,Sofia Diaz Garcia,Puerto Eten,Cuadrilla Pimentel / Costa - C-03,"DEC-192022, DEC-913410","REP-829317, REP-710031",2023-07-08,Entregado a Tecnico
DESP-002140,ORD-002660,Manuel Lopez Rodriguez,Monsefú,Cuadrilla Chiclayo Centro - C-01,DEC-119105,REP-302655,2023-07-07,Entregado a Tecnico
DESP-002141,ORD-002662,Carlos Vargas Mendoza,La Victoria,Cuadrilla Chiclayo Centro - C-01,DEC-239082,REP-166773,2023-07-08,Entregado a Tecnico
DESP-002142,ORD-002664,Jose Castro Perez,Jayanca,Cuadrilla Pimentel / Costa - C-03,,"REP-181628, REP-873812",2023-07-08,Entregado a Tecnico
DESP-002143,ORD-002665,Jorge Flores Vasquez,Pomalca,Cuadrilla La Victoria / JLO - C-02,"DEC-105960, DEC-955877, DEC-288642","REP-266838, REP-936879",2023-07-08,Entregado a Tecnico
DESP-002144,ORD-002666,Javier Lopez Rodriguez,Chiclayo,Cuadrilla La Victoria / JLO - C-02,,REP-404205,2023-07-09,Entregado a Tecnico
DESP-002145,ORD-002667,Pedro Garcia Martinez,José Leonardo Ortiz,Cuadrilla La Victoria / JLO - C-02,"DEC-475733, DEC-716166",,2023-07-08,Entregado a Tecnico
DESP-002146,ORD-002668,Fiorella Gomez Flores,Motupe,Cuadrilla La Victoria / JLO - C-02,DEC-372022,,2023-07-08,Entregado a Tecnico
DESP-002147,ORD-002669,Sofia Vasquez Flores,Ferreñafe,Cuadrilla Pimentel / Costa - C-03,DEC-626423,,2023-07-08,Entregado a Tecnico
DESP-002148,ORD-002670,Katia Mendoza Martinez,Pimentel,Cuadrilla Chiclayo Centro - C-01,DEC-250196,,2023-07-10,Entregado a Tecnico
DESP-002149,ORD-002672,Carlos Romero Mendoza,Chiclayo,Cuadrilla Lambayeque Norte - C-04,,,2023-07-09,Entregado a Tecnico
DESP-002150,ORD-002673,Javier Flores Diaz,Chiclayo,Cuadrilla Pimentel / Costa - C-03,DEC-664198,REP-282475,2023-07-10,Entregado a Tecnico
DESP-002151,ORD-002674,Luis Castro Flores,José Leonardo Ortiz,Cuadrilla Ferreñafe - C-05,DEC-225291,"REP-380216, REP-216463",2023-07-09,Entregado a Tecnico
DESP-002152,ORD-002675,Jorge Vargas Romero,Chiclayo,Cuadrilla Ferreñafe - C-05,DEC-559391,REP-172771,2023-07-09,Entregado a Tecnico
DESP-002153,ORD-002677,Jose Diaz Rojas,Lambayeque,Cuadrilla Chiclayo Centro - C-01,DEC-735374,REP-262124,2023-07-09,Entregado a Tecnico
DESP-002154,ORD-002678,Rosa Diaz Martinez,Puerto Eten,Cuadrilla Lambayeque Norte - C-04,DEC-143889,REP-497158,2023-07-09,Entregado a Tecnico
DESP-002155,ORD-002680,Carlos Perez Gomez,Chiclayo,Cuadrilla Ferreñafe - C-05,,REP-131792,2023-07-09,Entregado a Tecnico
DESP-002156,ORD-002681,Sofia Castro Vasquez,Chiclayo,Cuadrilla Lambayeque Norte - C-04,DEC-439943,,2023-07-09,Entregado a Tecnico
DESP-002157,ORD-002683,Carlos Vasquez Sanchez,Lambayeque,Cuadrilla Lambayeque Norte - C-04,"DEC-662938, DEC-535875, DEC-497302","REP-589484, REP-515812",2023-07-10,Entregado a Tecnico
DESP-002158,ORD-002684,Diego Castro Lopez,Chiclayo,Cuadrilla Lambayeque Norte - C-04,DEC-867204,"REP-202362, REP-118079",2023-07-09,Entregado a Tecnico
DESP-002159,ORD-002685,Patricia Torres Martinez,Pátapo,Cuadrilla Pimentel / Costa - C-03,"DEC-224369, DEC-593580","REP-617798, REP-524535",2023-07-09,Entregado a Tecnico
DESP-002160,ORD-002686,Javier Castro Castro,Chiclayo,Cuadrilla La Victoria / JLO - C-02,"DEC-416020, DEC-632888",,2023-07-10,Entregado a Tecnico
DESP-002161,ORD-002687,Katia Rodriguez Diaz,Pitipo,Cuadrilla Pimentel / Costa - C-03,DEC-622480,,2023-07-10,Entregado a Tecnico
DESP-002162,ORD-002688,Manuel Romero Vargas,Pimentel,Cuadrilla La Victoria / JLO - C-02,DEC-761665,REP-667985,2023-07-10,Entregado a Tecnico
DESP-002163,ORD-002690,Elena Torres Mendoza,Pimentel,Cuadrilla Lambayeque Norte - C-04,,REP-273044,2023-07-10,Entregado a Tecnico
DESP-002164,ORD-002691,Patricia Romero Vargas,Pomalca,Cuadrilla Chiclayo Centro - C-01,DEC-189069,REP-959684,2023-07-10,Entregado a Tecnico
DESP-002165,ORD-002694,Lucia Martinez Gomez,Túcume,Cuadrilla La Victoria / JLO - C-02,,,2023-07-10,Entregado a Tecnico
DESP-002166,ORD-002695,Diego Diaz Lopez,Pimentel,Cuadrilla Lambayeque Norte - C-04,DEC-711262,"REP-975895, REP-818891",2023-07-10,Entregado a Tecnico
DESP-002167,ORD-002696,Pedro Garcia Rodriguez,Eten,Cuadrilla Lambayeque Norte - C-04,DEC-426005,,2023-07-10,Entregado a Tecnico
DESP-002168,ORD-002697,Manuel Romero Flores,Puerto Eten,Cuadrilla Ferreñafe - C-05,,,2023-07-10,Entregado a Tecnico
DESP-002169,ORD-002698,Katia Gomez Flores,Íllimo,Cuadrilla Lambayeque Norte - C-04,DEC-254408,REP-379515,2023-07-10,Entregado a Tecnico
DESP-002170,ORD-002699,Elena Romero Castro,Monsefú,Cuadrilla Chiclayo Centro - C-01,"DEC-760113, DEC-719237",,2023-07-11,Entregado a Tecnico
DESP-002171,ORD-002700,Maria Diaz Romero,Pomalca,Cuadrilla Lambayeque Norte - C-04,"DEC-660665, DEC-765905, DEC-942303","REP-916634, REP-708855",2023-07-11,Entregado a Tecnico
DESP-002172,ORD-002701,Rosa Rodriguez Garcia,Pomalca,Cuadrilla Lambayeque Norte - C-04,"DEC-489186, DEC-980671",REP-726148,2023-07-12,Entregado a Tecnico
DESP-002173,ORD-002703,Katia Torres Flores,Pátapo,Cuadrilla Pimentel / Costa - C-03,,,2023-07-11,Entregado a Tecnico
DESP-002174,ORD-002705,Katia Rojas Vargas,Lambayeque,Cuadrilla La Victoria / JLO - C-02,DEC-818262,REP-794403,2023-07-11,Entregado a Tecnico
DESP-002175,ORD-002706,Luis Rojas Diaz,La Victoria,Cuadrilla Chiclayo Centro - C-01,,REP-837422,2023-07-11,Entregado a Tecnico
DESP-002176,ORD-002708,Diego Gomez Vasquez,La Victoria,Cuadrilla Chiclayo Centro - C-01,"DEC-587343, DEC-216601",REP-107610,2023-07-11,Entregado a Tecnico
DESP-002177,ORD-002709,Diego Vargas Martinez,Ferreñafe,Cuadrilla Pimentel / Costa - C-03,"DEC-503480, DEC-214279, DEC-764788",REP-194247,2023-07-11,Entregado a Tecnico
DESP-002178,ORD-002711,Katia Rodriguez Castro,Pátapo,Cuadrilla Chiclayo Centro - C-01,DEC-568142,,2023-07-12,Entregado a Tecnico
DESP-002179,ORD-002712,Sofia Flores Sanchez,Lambayeque,Cuadrilla Lambayeque Norte - C-04,DEC-609025,,2023-07-12,Entregado a Tecnico
DESP-002180,ORD-002714,Diego Sanchez Rojas,Santa Rosa,Cuadrilla Chiclayo Centro - C-01,DEC-413763,REP-748263,2023-07-12,Entregado a Tecnico
DESP-002181,ORD-002715,Katia Lopez Martinez,Pueblo Nuevo,Cuadrilla Ferreñafe - C-05,"DEC-199682, DEC-501805",REP-321533,2023-07-12,Entregado a Tecnico
DESP-002182,ORD-002717,Jorge Sanchez Gomez,Mochumí,Cuadrilla Ferreñafe - C-05,,REP-557926,2023-07-12,Entregado a Tecnico
DESP-002183,ORD-002718,Carlos Mendoza Rodriguez,José Leonardo Ortiz,Cuadrilla Lambayeque Norte - C-04,DEC-275708,,2023-07-12,Entregado a Tecnico
DESP-002184,ORD-002719,Christian Romero Garcia,Monsefú,Cuadrilla Ferreñafe - C-05,DEC-664406,,2023-07-13,Entregado a Tecnico
DESP-002185,ORD-002722,Christian Flores Mendoza,Eten,Cuadrilla Chiclayo Centro - C-01,DEC-505494,,2023-07-12,Entregado a Tecnico
DESP-002186,ORD-002723,Manuel Martinez Rojas,José Leonardo Ortiz,Cuadrilla Chiclayo Centro - C-01,"DEC-890094, DEC-676852",,2023-07-12,Entregado a Tecnico
DESP-002187,ORD-002725,Carlos Diaz Sanchez,Monsefú,Cuadrilla Ferreñafe - C-05,DEC-893163,REP-818119,2023-07-13,Entregado a Tecnico
DESP-002188,ORD-002726,Elena Gomez Vargas,Lambayeque,Cuadrilla Chiclayo Centro - C-01,DEC-708459,"REP-967365, REP-235659",2023-07-13,Entregado a Tecnico
DESP-002189,ORD-002727,Carmen Martinez Lopez,José Leonardo Ortiz,Cuadrilla Ferreñafe - C-05,DEC-111778,,2023-07-13,Entregado a Tecnico
DESP-002190,ORD-002728,Lucia Vargas Rodriguez,Pomalca,Cuadrilla Ferreñafe - C-05,"DEC-824881, DEC-948633",REP-875102,2023-07-13,Entregado a Tecnico
DESP-002191,ORD-002729,Diego Sanchez Martinez,José Leonardo Ortiz,Cuadrilla Pimentel / Costa - C-03,DEC-151614,,2023-07-13,Entregado a Tecnico
DESP-002192,ORD-002730,Rosa Vargas Garcia,Puerto Eten,Cuadrilla Ferreñafe - C-05,DEC-536886,,2023-07-13,Entregado a Tecnico
DESP-002193,ORD-002731,Rosa Perez Gomez,La Victoria,Cuadrilla La Victoria / JLO - C-02,"DEC-830745, DEC-460620, DEC-743477","REP-805857, REP-940693",2023-07-13,Entregado a Tecnico
DESP-002194,ORD-002732,Carlos Lopez Garcia,Monsefú,Cuadrilla Chiclayo Centro - C-01,DEC-451493,"REP-427407, REP-789087",2023-07-13,Entregado a Tecnico
DESP-002195,ORD-002733,Lucia Vargas Vargas,Pátapo,Cuadrilla Lambayeque Norte - C-04,DEC-954345,,2023-07-13,Entregado a Tecnico
DESP-002196,ORD-002734,Elena Rojas Garcia,Monsefú,Cuadrilla Chiclayo Centro - C-01,DEC-790563,REP-780589,2023-07-13,Entregado a Tecnico
DESP-002197,ORD-002735,Diego Torres Romero,Monsefú,Cuadrilla Lambayeque Norte - C-04,"DEC-441040, DEC-804028",REP-708864,2023-07-13,Entregado a Tecnico
DESP-002198,ORD-002736,Manuel Lopez Mendoza,Santa Rosa,Cuadrilla Chiclayo Centro - C-01,,REP-529768,2023-07-13,Entregado a Tecnico
DESP-002199,ORD-002737,Elena Martinez Martinez,Santa Rosa,Cuadrilla Lambayeque Norte - C-04,,REP-624901,2023-07-13,Entregado a Tecnico
DESP-002200,ORD-002738,Manuel Vargas Rodriguez,Pimentel,Cuadrilla Pimentel / Costa - C-03,DEC-746990,REP-386046,2023-07-13,Entregado a Tecnico
DESP-002201,ORD-002739,Ana Perez Rodriguez,Santa Rosa,Cuadrilla Lambayeque Norte - C-04,"DEC-402055, DEC-118044, DEC-899279","REP-976581, REP-833984",2023-07-13,Entregado a Tecnico
DESP-002202,ORD-002740,Elena Perez Romero,Pomalca,Cuadrilla Lambayeque Norte - C-04,DEC-487475,,2023-07-13,Entregado a Tecnico
DESP-002203,ORD-002741,Maria Gomez Vargas,Reque,Cuadrilla Pimentel / Costa - C-03,DEC-983149,,2023-07-13,Entregado a Tecnico
DESP-002204,ORD-002742,Jose Vasquez Vargas,Manuel Antonio Mesones Muro,Cuadrilla Ferreñafe - C-05,"DEC-494152, DEC-839287",REP-757643,2023-07-14,Entregado a Tecnico
DESP-002205,ORD-002743,Elena Martinez Perez,Pimentel,Cuadrilla Ferreñafe - C-05,,"REP-781867, REP-221980",2023-07-14,Entregado a Tecnico
DESP-002206,ORD-002745,Carmen Romero Castro,Monsefú,Cuadrilla Ferreñafe - C-05,"DEC-995232, DEC-745166",REP-118704,2023-07-14,Entregado a Tecnico
DESP-002207,ORD-002746,Luis Flores Gomez,Manuel Antonio Mesones Muro,Cuadrilla Chiclayo Centro - C-01,,,2023-07-15,Entregado a Tecnico
DESP-002208,ORD-002747,Javier Vasquez Vasquez,Pacora,Cuadrilla Pimentel / Costa - C-03,"DEC-921660, DEC-684492, DEC-168892",,2023-07-14,Entregado a Tecnico
DESP-002209,ORD-002748,Maria Garcia Flores,Motupe,Cuadrilla La Victoria / JLO - C-02,,REP-581842,2023-07-14,Entregado a Tecnico
DESP-002210,ORD-002749,Maria Castro Castro,Reque,Cuadrilla Ferreñafe - C-05,DEC-170606,REP-978570,2023-07-14,Entregado a Tecnico
DESP-002211,ORD-002750,Pedro Garcia Castro,Monsefú,Cuadrilla La Victoria / JLO - C-02,DEC-774908,"REP-758250, REP-160247",2023-07-14,Entregado a Tecnico
DESP-002212,ORD-002751,Ana Martinez Vargas,Olmos,Cuadrilla Chiclayo Centro - C-01,,"REP-456643, REP-523213",2023-07-14,Entregado a Tecnico
DESP-002213,ORD-002752,Sofia Torres Vargas,Jayanca,Cuadrilla Chiclayo Centro - C-01,DEC-461362,"REP-257403, REP-960350",2023-07-14,Entregado a Tecnico
DESP-002214,ORD-002753,Katia Castro Flores,Olmos,Cuadrilla Chiclayo Centro - C-01,DEC-636762,,2023-07-14,Entregado a Tecnico
DESP-002215,ORD-002755,Patricia Rodriguez Diaz,Eten,Cuadrilla Chiclayo Centro - C-01,DEC-886220,,2023-07-14,Entregado a Tecnico
DESP-002216,ORD-002756,Jorge Perez Torres,La Victoria,Cuadrilla La Victoria / JLO - C-02,"DEC-293898, DEC-406761, DEC-286922",REP-235334,2023-07-14,Entregado a Tecnico
DESP-002217,ORD-002757,Elena Romero Rodriguez,Pimentel,Cuadrilla Pimentel / Costa - C-03,DEC-239969,REP-743414,2023-07-14,Entregado a Tecnico
DESP-002218,ORD-002758,Lucia Romero Gomez,Eten,Cuadrilla Chiclayo Centro - C-01,DEC-142070,REP-742307,2023-07-14,Entregado a Tecnico
DESP-002219,ORD-002759,Maria Gomez Flores,Túcume,Cuadrilla Ferreñafe - C-05,DEC-475722,REP-320787,2023-07-14,Entregado a Tecnico
DESP-002220,ORD-002760,Patricia Martinez Garcia,Pomalca,Cuadrilla Lambayeque Norte - C-04,"DEC-727645, DEC-956795",,2023-07-14,Entregado a Tecnico
DESP-002221,ORD-002761,Jose Rojas Romero,Pimentel,Cuadrilla La Victoria / JLO - C-02,DEC-371759,,2023-07-15,Entregado a Tecnico
DESP-002222,ORD-002762,Javier Flores Rodriguez,Pacora,Cuadrilla Pimentel / Costa - C-03,,,2023-07-15,Entregado a Tecnico
DESP-002223,ORD-002763,Diego Romero Diaz,Olmos,Cuadrilla Ferreñafe - C-05,"DEC-879027, DEC-714911, DEC-197570",,2023-07-15,Entregado a Tecnico
DESP-002224,ORD-002764,Diego Garcia Vasquez,Pomalca,Cuadrilla Ferreñafe - C-05,DEC-468675,REP-438239,2023-07-15,Entregado a Tecnico
DESP-002225,ORD-002765,Diego Rojas Garcia,Íllimo,Cuadrilla La Victoria / JLO - C-02,"DEC-994368, DEC-741241",REP-741591,2023-07-15,Entregado a Tecnico
DESP-002226,ORD-002766,Pedro Flores Vasquez,Jayanca,Cuadrilla Ferreñafe - C-05,DEC-963124,REP-187928,2023-07-15,Entregado a Tecnico
DESP-002227,ORD-002767,Fiorella Sanchez Vargas,Monsefú,Cuadrilla La Victoria / JLO - C-02,DEC-582980,,2023-07-15,Entregado a Tecnico
DESP-002228,ORD-002768,Fiorella Vargas Vasquez,Santa Rosa,Cuadrilla Pimentel / Costa - C-03,DEC-187329,REP-843923,2023-07-15,Entregado a Tecnico
DESP-002229,ORD-002769,Diego Romero Vargas,Monsefú,Cuadrilla Ferreñafe - C-05,DEC-778476,,2023-07-16,Entregado a Tecnico
DESP-002230,ORD-002770,Fiorella Diaz Lopez,Manuel Antonio Mesones Muro,Cuadrilla Pimentel / Costa - C-03,"DEC-172447, DEC-948730",REP-624086,2023-07-15,Entregado a Tecnico
DESP-002231,ORD-002771,Jose Castro Romero,Íllimo,Cuadrilla Lambayeque Norte - C-04,DEC-611431,,2023-07-15,Entregado a Tecnico
DESP-002232,ORD-002772,Elena Vargas Diaz,Pomalca,Cuadrilla La Victoria / JLO - C-02,,,2023-07-15,Entregado a Tecnico
DESP-002233,ORD-002773,Diego Sanchez Castro,Eten,Cuadrilla La Victoria / JLO - C-02,"DEC-292390, DEC-225326, DEC-177638",,2023-07-15,Entregado a Tecnico
DESP-002234,ORD-002776,Christian Castro Vasquez,Chiclayo,Cuadrilla La Victoria / JLO - C-02,DEC-883080,,2023-07-15,Entregado a Tecnico
DESP-002235,ORD-002777,Jose Lopez Flores,Chiclayo,Cuadrilla Ferreñafe - C-05,"DEC-408074, DEC-942950","REP-924665, REP-104885",2023-07-15,Entregado a Tecnico
DESP-002236,ORD-002779,Sofia Romero Diaz,Motupe,Cuadrilla La Victoria / JLO - C-02,DEC-240300,,2023-07-15,Entregado a Tecnico
DESP-002237,ORD-002780,Maria Sanchez Romero,Puerto Eten,Cuadrilla Ferreñafe - C-05,"DEC-204919, DEC-419572",REP-207452,2023-07-16,Entregado a Tecnico
DESP-002238,ORD-002781,Manuel Martinez Diaz,Eten,Cuadrilla Lambayeque Norte - C-04,"DEC-315981, DEC-817089",,2023-07-16,Entregado a Tecnico
DESP-002239,ORD-002782,Javier Lopez Vasquez,La Victoria,Cuadrilla Ferreñafe - C-05,DEC-617919,REP-415415,2023-07-16,Entregado a Tecnico
DESP-002240,ORD-002783,Patricia Martinez Vargas,Pimentel,Cuadrilla Chiclayo Centro - C-01,"DEC-155811, DEC-188959",,2023-07-17,Entregado a Tecnico
DESP-002241,ORD-002784,Luis Garcia Perez,Motupe,Cuadrilla Ferreñafe - C-05,DEC-159238,,2023-07-16,Entregado a Tecnico
DESP-002242,ORD-002785,Lucia Rodriguez Martinez,Eten,Cuadrilla La Victoria / JLO - C-02,,,2023-07-16,Entregado a Tecnico
DESP-002243,ORD-002786,Jose Diaz Martinez,Pátapo,Cuadrilla La Victoria / JLO - C-02,DEC-101574,REP-607291,2023-07-16,Entregado a Tecnico
DESP-002244,ORD-002787,Lucia Romero Garcia,Motupe,Cuadrilla Pimentel / Costa - C-03,DEC-149071,"REP-675603, REP-280763",2023-07-16,Entregado a Tecnico
DESP-002245,ORD-002788,Katia Gomez Sanchez,Pomalca,Cuadrilla La Victoria / JLO - C-02,DEC-791033,"REP-496923, REP-679004",2023-07-16,Entregado a Tecnico
DESP-002246,ORD-002789,Diego Diaz Lopez,Monsefú,Cuadrilla La Victoria / JLO - C-02,DEC-816657,REP-642717,2023-07-17,Entregado a Tecnico
DESP-002247,ORD-002790,Jorge Gomez Gomez,Eten,Cuadrilla La Victoria / JLO - C-02,"DEC-104997, DEC-739231",REP-254606,2023-07-16,Entregado a Tecnico
DESP-002248,ORD-002791,Jorge Martinez Martinez,Santa Rosa,Cuadrilla La Victoria / JLO - C-02,DEC-419784,"REP-371627, REP-244899",2023-07-16,Entregado a Tecnico
DESP-002249,ORD-002792,Diego Rodriguez Vasquez,Pátapo,Cuadrilla Pimentel / Costa - C-03,DEC-545616,REP-890960,2023-07-16,Entregado a Tecnico
DESP-002250,ORD-002793,Rosa Lopez Romero,Olmos,Cuadrilla Pimentel / Costa - C-03,DEC-461485,REP-794168,2023-07-16,Entregado a Tecnico
DESP-002251,ORD-002794,Carmen Diaz Flores,Chiclayo,Cuadrilla Chiclayo Centro - C-01,DEC-328986,REP-615499,2023-07-17,Entregado a Tecnico
DESP-002252,ORD-002795,Diego Rojas Perez,Íllimo,Cuadrilla Lambayeque Norte - C-04,DEC-611192,,2023-07-16,Entregado a Tecnico
DESP-002253,ORD-002796,Elena Castro Vasquez,Manuel Antonio Mesones Muro,Cuadrilla Pimentel / Costa - C-03,"DEC-333185, DEC-625902","REP-322163, REP-623047",2023-07-16,Entregado a Tecnico
DESP-002254,ORD-002797,Katia Perez Martinez,Manuel Antonio Mesones Muro,Cuadrilla Ferreñafe - C-05,DEC-225618,REP-260840,2023-07-17,Entregado a Tecnico
DESP-002255,ORD-002798,Ana Romero Vasquez,Pomalca,Cuadrilla Chiclayo Centro - C-01,,REP-166733,2023-07-17,Entregado a Tecnico
